HOLEID,SAMPFROM,SAMPTO,OT_Length,DIP,AZIMUTH,EastT,NorthT,ElevT,EastM,NorthM,ElevM,EastB,NorthB,ElevB,Zn_pct_BEST,SG_Calc_D,Abbrv,OT_OreZone,Ag_ppm_BEST,As_pct_BEST,Cd_ppm_BEST,Co_ppm_BEST,Cu_ppm_BEST,Fe_pct_BEST,Mg_pct_BEST,Ni_ppm_BEST,Pb_pct_BEST,TOTAL_SULPHIDE_D,group,name,Oretyp
LK-1910,137.5,138.4,0.9,0,0,221518.0716,167027.4041,990.4563512,221518.0738,167027.4021,990.0063614,221518.076,167027.4,989.5563716,25.41253019,3.86,L_MS,MSA,89.17423807,0.196908568,1064,215,189,15.46353652,0.15772858,441,4.931523864,76.79339275,DDH,DDH,MS
LK-1910,138.4,139.9,1.5,0,0,221518.076,167027.4,989.5563716,221518.0796,167027.3966,988.8063884,221518.0833,167027.3932,988.0564051,4.257098446,2.9,L_VS,DSF,10.50259067,0.043585492,255,45,25,2.510051813,8.229533679,126,1.166528497,13.08497409,DDH,DDH,DSM
LK-1910,139.9,140.9,1,0,0,221518.0833,167027.3932,988.0564051,221518.0858,167027.3909,987.5564162,221518.0882,167027.3887,987.0564271,0.16,2.8,S_DS,HOSTF,2.5,0.011,20,11,25,1.94,3.8,41,0.04,4.45,DDH,DDH,HOST
LK-1910,140.9,141.9,1,0,0,221518.0882,167027.3887,987.0564271,221518.0907,167027.3865,986.556438,221518.0932,167027.3844,986.0564488,0.163988563,2.794444444,S_DS,HOSTF,2.5,0.010002859,21,10,25,1.836297355,3.205704074,38,0.04,4.234617584,DDH,DDH,HOST
LK-1910,141.9,142.9,1,0,0,221518.0932,167027.3844,986.0564488,221518.0957,167027.3822,985.5564596,221518.0981,167027.3801,985.0564703,0.18,2.79,S_DS,HOSTF,2.5,0.006,27,10,25,1.42,0.82,28,0.04,3.37,DDH,DDH,HOST
LK-1910,142.9,143.5,0.6,0,0,221518.0981,167027.3801,985.0564703,221518.0996,167027.3788,984.7564767,221518.1011,167027.3775,984.456483,0.18,2.79,S_DS,HOSTF,2.5,0.006,27,10,25,1.42,0.82,28,0.04,3.37,DDH,DDH,HOST
LK-1910,156.8,157.8,1,0,0,221518.1676,167027.3283,971.156741,221518.1701,167027.3267,970.6567499,221518.1727,167027.3251,970.1567586,0.05,2.78,S_DS,ODSH,2.5,0.011,5,14,25,1.31,1,39,0.005,2.89,DDH,DDH,ODS
LK-1910,157.8,158.8,1,0,0,221518.1727,167027.3251,970.1567586,221518.1752,167027.3235,969.6567673,221518.1777,167027.322,969.156776,1.459716312,2.833333333,S_DS,ODSH,7.824468085,0.01556383,337,18,109,1.538191489,0.731241135,47,0.834095745,6.43964539,DDH,DDH,ODS
LK-1910,158.8,159.5,0.7,0,0,221518.1777,167027.322,969.156776,221518.1794,167027.3209,968.806782,221518.1812,167027.3199,968.456788,2.83,2.86,F_DS,ODSH,13,0.02,661,22,191,1.76,0.47,55,1.64,9.89,DDH,DDH,ODS
LK-1910,159.5,160.2,0.7,0,0,221518.1812,167027.3199,968.456788,221518.1829,167027.3188,968.1067939,221518.1847,167027.3178,967.7567998,18.15,3.45,F_DS,OMS,86,0.051,4645,37,1440,3.3,0.91,82,13,49.15,DDH,DDH,OMS
LK-1910,160.6,161.6,1,0,0,221518.1867,167027.3166,967.3568066,221518.1892,167027.3152,966.8568149,221518.1917,167027.3138,966.3568232,17.74019449,3.6075,S_MS,OMS,136.7698541,0.173818476,5209,43,23795,3.647066451,0.401004862,30,20.32303079,57.74525122,DDH,DDH,OMS
LK-1910,161.6,162.6,1,0,0,221518.1917,167027.3138,966.3568232,221518.1942,167027.3123,965.8568315,221518.1967,167027.3109,965.3568396,3.874970238,3.075806452,S_MS,OMS,44.19022817,0.11991121,1241,15,1617,1.468373016,0.591453373,26,8.46187996,18.70282738,DDH,DDH,OMS
LK-1910,162.6,163.6,1,0,0,221518.1967,167027.3109,965.3568396,221518.1992,167027.3096,964.8568478,221518.2017,167027.3082,964.3568558,0.578459893,2.800909091,S_DS,OMS,10.33903743,0.029146524,188,7,222,0.42544385,0.403187166,9,1.654727273,3.691390374,DDH,DDH,OMS
LK-1910,163.6,164.6,1,0,0,221518.2017,167027.3082,964.3568558,221518.2042,167027.3069,963.8568638,221518.2067,167027.3055,963.3568718,6.906963563,3.16,S_DS,OMS,19.38663968,0.01440081,1697,8,322,0.492469636,0.502307692,10,5.07465587,17.21558704,DDH,DDH,OMS
LK-1910,164.6,165.6,1,0,0,221518.2067,167027.3055,963.3568718,221518.2092,167027.3042,962.8568797,221518.2117,167027.303,962.3568875,13.04301038,3.374054054,S_DS,OMS,70.0220195,0.047366782,4075,12,1013,0.764806543,0.470157282,22,9.753582888,32.34615602,DDH,DDH,OMS
LK-1910,165.6,166.8,1.2,0,0,221518.2117,167027.303,962.3568875,221518.2147,167027.3014,961.7568968,221518.2177,167027.2999,961.156906,16.37523408,3.568333333,S_MS,OMS,350.4859551,0.476343633,6034,35,12733,1.487631086,0.398857678,39,19.74154494,50.40259363,DDH,DDH,OMS
LK-1910,166.8,168.3,1.5,0,0,221518.2177,167027.2999,961.156906,221518.2214,167027.2981,960.4069175,221518.2251,167027.2963,959.6569287,0.15,2.76,S_DS,ODSF,2.5,0.005,48,5,96,0.23,0.4,5,0.1,0.83,DDH,DDH,ODS
LK-1911,199,200,1,0,0,219783.1381,167519.159,924.4914547,219783.124,167519.1484,923.9917646,219783.1099,167519.1378,923.492075,2.23,2.88,L_DS,DSH,2.5,0.089,19,37,25,3.85,11.32,75,0.11,11.72,DDH,DDH,DSM
LK-1911,200,201,1,0,0,219783.1099,167519.1378,923.492075,219783.0958,167519.1273,922.9923857,219783.0817,167519.1167,922.4926969,2.889517241,2.906666667,L_DS,DSH,2.5,0.110648276,23,39,25,4.021172414,11.22937931,75,0.407034483,13.41662069,DDH,DDH,DSM
LK-1911,201,201.9,0.9,0,0,219783.0817,167519.1167,922.4926969,219783.069,167519.1072,922.0429773,219783.0562,167519.0977,921.5932581,3.54,2.92,L_VS,DSH,2.5,0.132,28,42,25,4.19,11.14,76,0.7,15.09,DDH,DDH,DSM
LK-1911,201.9,202.8,0.9,0,0,219783.0562,167519.0977,921.5932581,219783.0434,167519.0883,921.1435392,219783.0306,167519.0788,920.6938207,37.25,4.12,L_MS,MSA,2.5,0.432,593,422,25,15.69,0.4,375,3.6,93.39,DDH,DDH,MS
LK-1911,202.8,203.8,1,0,0,219783.0306,167519.0788,920.6938207,219783.0164,167519.0683,920.1941338,219783.0022,167519.0578,919.6944474,4.72,2.85,L_VS,DSF,2.5,0.028,132,17,25,1.34,11.8,21,0.49,10.48,DDH,DDH,DSM
LK-1911,203.8,204.8,1,0,0,219783.0022,167519.0578,919.6944474,219782.9879,167519.0473,919.1947614,219782.9736,167519.0368,918.6950758,5.3448709,2.866666667,L_VS,DSF,2.5,0.04882903,125,16,25,1.772602931,11.63977669,26,0.129497558,11.92200977,DDH,DDH,DSM
LK-1911,204.8,205.8,1,0,0,219782.9736,167519.0368,918.6950758,219782.9593,167519.0263,918.1953907,219782.9449,167519.0158,917.695706,2.265811481,2.82,L_VS,DSF,2.5,0.025322466,49,13,25,1.672884479,12.30897236,31,0.024068037,6.998554217,DDH,DDH,DSM
LK-1911,205.8,206.8,1,0,0,219782.9449,167519.0158,917.695706,219782.9306,167519.0054,917.1960217,219782.9162,167518.9949,916.6963379,0.800900963,2.917692308,L_VS,DSF,2.5,0.030781981,20,20,25,5.546908528,11.38932944,40,0.140718707,13.26948074,DDH,DDH,DSM
LK-1911,206.8,207.8,1,0,0,219782.9162,167518.9949,916.6963379,219782.9018,167518.9845,916.1966545,219782.8874,167518.974,915.6969715,0.681717172,3.005555556,L_VS,DSF,2.5,0.037026936,19,22,25,7.764107744,10.58673401,46,0.20026936,17.92245791,DDH,DDH,DSM
LK-1911,207.8,208.8,1,0,0,219782.8874,167518.974,915.6969715,219782.8729,167518.9636,915.1972889,219782.8585,167518.9532,914.6976068,1.23,3.05,L_VS,DSF,2.5,0.041,27,22,25,10.14,9.22,55,0.24,23.89,DDH,DDH,DSM
LK-1911,208.8,209.8,1,0,0,219782.8585,167518.9532,914.6976068,219782.844,167518.9428,914.1979251,219782.8295,167518.9324,913.6982439,1.113712017,2.880769231,L_VS,DSF,2.5,0.03415953,21,23,25,4.982285912,9.678311464,48,0.103190608,12.48009669,DDH,DDH,DSM
LK-1911,209.8,210.4,0.6,0,0,219782.8295,167518.9324,913.6982439,219782.8208,167518.9261,913.3984353,219782.812,167518.9199,913.098627,1.06,2.83,L_VS,DSF,2.5,0.031,19,24,25,2.6,9.89,46,0.04,7.21,DDH,DDH,DSM
LK-1911,210.4,211.4,1,0,0,219782.812,167518.9199,913.098627,219782.7975,167518.9095,912.5989467,219782.7829,167518.8991,912.0992668,0.04,2.78,S_DS,HOSTF,2.5,0.0025,5,5,25,1.21,2.37,56,0.005,2.66,DDH,DDH,HOST
LK-1912,183.65,184.65,1,0,0,221260.0621,167160.4196,945.355734,221260.0558,167160.413,944.8558173,221260.0495,167160.4064,944.3559004,0.03,2.75,L_DS,HOSTH,2.5,0.0025,5,5,25,0.17,13.05,5,0.02,0.43,DDH,DDH,HOST
LK-1912,184.65,185.15,0.5,0,0,221260.0495,167160.4064,944.3559004,221260.0464,167160.4031,944.1059418,221260.0432,167160.3999,943.8559831,0.03,2.75,L_DS,DSH,2.5,0.0025,5,5,25,0.17,13.05,5,0.02,0.43,DDH,DDH,DSM
LK-1912,185.15,186.15,1,0,0,221260.0432,167160.3999,943.8559831,221260.0369,167160.3933,943.3560654,221260.0306,167160.3868,942.8561475,8.793250235,3.085555556,L_DS,MSA,4.440968956,0.192431797,55,167,37,10.72800094,7.998518344,462,0.158024459,36.33473659,DDH,DDH,MS
LK-1912,186.15,187.65,1.5,0,0,221260.0306,167160.3868,942.8561475,221260.0212,167160.3771,942.1062699,221260.0118,167160.3674,941.3563916,23.03523673,3.392307692,L_VS,MSA,4.769179419,0.129649687,849,197,33,4.764829003,6.561113279,443,1.183902639,45.9377375,DDH,DDH,MS
LK-1912,187.65,188.4,0.75,0,0,221260.0118,167160.3674,941.3563916,221260.0071,167160.3626,940.9814522,221260.0024,167160.3577,940.6065126,9.08,2.94,L_VS,DSF,2.5,0.05,228,53,25,1.86,9.38,124,1.13,18.83,DDH,DDH,DSM
LK-1912,188.4,189.4,1,0,0,221260.0024,167160.3577,940.6065126,221259.9961,167160.3513,940.1065928,221259.9899,167160.345,939.6066727,0.43,2.79,S_DS,HOSTF,2.5,0.009,22,15,25,1.4,1.37,53,0.02,3.67,DDH,DDH,HOST
LK-1912,189.4,190.9,1.5,0,0,221259.9899,167160.345,939.6066727,221259.9805,167160.3354,938.856792,221259.9711,167160.3259,938.1069105,0.217178872,2.775,S_DS,HOSTF,2.5,0.012990396,10,11,25,1.080768307,1.276890756,38,0.02,2.6657503,DDH,DDH,HOST
LK-1913,207.14,208.14,1,0,0,219854.0175,167488.902,916.8754927,219854.0215,167488.8852,916.375791,219854.0255,167488.8684,915.876089,0.022539959,2.760752688,L_BMB,HOSTH,0.352186864,0.001408747,0,0,3,0.101429817,1.803196745,1,0.002817495,0.25498329,DDH,DDH,HOST
LK-1913,208.14,209,0.86,0,0,219854.0255,167488.8684,915.876089,219854.0289,167488.854,915.4463449,219854.0323,167488.8396,915.0166005,0.16,2.77,L_DS,HOSTH,2.5,0.01,5,5,25,0.72,12.8,12,0.02,1.81,DDH,DDH,HOST
LK-1913,209,210,1,0,0,219854.0323,167488.8396,915.0166005,219854.0362,167488.8228,914.5168973,219854.0402,167488.806,914.0171937,1.67,2.83,L_DS,DSO,2.5,0.085,25,39,25,2.15,11.86,74,0.41,7.58,DDH,DDH,DSM
LK-1913,210,211,1,0,0,219854.0402,167488.806,914.0171937,219854.0441,167488.7893,913.5174897,219854.0481,167488.7726,913.0177852,2.689737775,2.807777778,L_DS,DSO,2.5,0.030395464,35,28,25,1.436612332,12.19084337,46,0.053954642,7.155797307,DDH,DDH,DSM
LK-1913,211,212,1,0,0,219854.0481,167488.7726,913.0177852,219854.052,167488.7558,912.5180804,219854.0559,167488.7391,912.0183751,0.69,2.79,L_DS,DSO,2.5,0.0308,15,21,25,1.219,12.574,34,0.067,3.729,DDH,DDH,DSM
LK-1913,212,213,1,0,0,219854.0559,167488.7391,912.0183751,219854.0598,167488.7224,911.5186694,219854.0638,167488.7057,911.0189633,0.96,2.79,L_DS,DSO,2.5,0.02,14,17,25,1.21,12.34,28,0.04,4.08,DDH,DDH,DSM
LK-1913,213,214,1,0,0,219854.0638,167488.7057,911.0189633,219854.0677,167488.6891,910.5192568,219854.0716,167488.6724,910.0195498,2.52028481,2.844545455,L_DS,DSO,2.5,0.075917722,23,72,25,1.742120253,11.86199367,96,0.761518987,8.382056962,DDH,DDH,DSM
LK-1913,214,215,1,0,0,219854.0716,167488.6724,910.0195498,219854.0755,167488.6558,909.5198425,219854.0793,167488.6391,909.0201347,5.992930452,2.966666667,L_DS,DSO,18.24746793,0.060195814,271,79,25,1.444672519,10.83284943,70,4.425577313,17.14366644,DDH,DDH,DSM
LK-1913,215,216,1,0,0,219854.0793,167488.6391,909.0201347,219854.0832,167488.6225,908.5204266,219854.0871,167488.6059,908.020718,8.267446458,3.035454545,L_DS,DSO,14.78813839,0.092862273,247,100,25,2.56798682,10.01403624,63,4.721080725,23.29386491,DDH,DDH,DSM
LK-1913,216,217,1,0,0,219854.0871,167488.6059,908.020718,219854.091,167488.5892,907.521009,219854.0948,167488.5726,907.0212995,5.096038514,2.882857143,L_DS,DSO,7.308803301,0.051616231,128,56,25,1.867964237,10.46202201,51,1.971884457,13.88775791,DDH,DDH,DSM
LK-1913,217,218,1,0,0,219854.0948,167488.5726,907.0212995,219854.0987,167488.5561,906.5215897,219854.1026,167488.5395,906.0218795,2.433522727,2.808888889,L_DS,DSO,2.5,0.017806818,44,21,25,1.262045455,10.78625,41,0.034034091,6.378409091,DDH,DDH,DSM
LK-1913,218,219,1,0,0,219854.1026,167488.5395,906.0218795,219854.1064,167488.5229,905.5221688,219854.1103,167488.5064,905.0224577,1.36,2.8,L_DS,DSO,2.5,0.013,24,14,25,1.23,10.61,36,0.01,4.68,DDH,DDH,DSM
LK-1913,219,220,1,0,0,219854.1103,167488.5064,905.0224577,219854.1141,167488.4898,904.5227463,219854.1179,167488.4733,904.0230344,0.74,2.8,L_DS,DSO,2.5,0.015,5,15,25,1.65,10.45,40,0.005,4.65,DDH,DDH,DSM
LK-1913,220,221,1,0,0,219854.1179,167488.4733,904.0230344,219854.1218,167488.4568,903.5233221,219854.1256,167488.4402,903.0236093,0.15,2.79,L_DS,HOSTF,2.5,0.007,5,5,25,1.66,7.55,34,0.005,3.8,DDH,DDH,HOST
LK-1913,221,222,1,0,0,219854.1256,167488.4402,903.0236093,219854.1294,167488.4237,902.5238962,219854.1332,167488.4073,902.0241827,0.06,2.79,L_DS,HOSTF,2.5,0.007,5,10,25,1.75,4.418,53,0.005,3.854,DDH,DDH,HOST
LK-1913,222,223,1,0,0,219854.1332,167488.4073,902.0241827,219854.137,167488.3908,901.5244687,219854.1408,167488.3743,901.0247544,0.034,2.79,S_DS,HOSTF,2.5,0.0034,5,11,25,1.6,1.974,46,0.005,3.492,DDH,DDH,HOST
LK-1913,223,223.7,0.7,0,0,219854.1408,167488.3743,901.0247544,219854.1435,167488.3628,900.6749541,219854.1461,167488.3513,900.3251536,0.03,2.79,S_DS,HOSTF,2.5,0.0025,5,12,25,1.56,1.45,44,0.005,3.4,DDH,DDH,HOST
LK-1914,176.7,178.2,1.5,0,0,219345.1935,167491.0451,948.6386317,219345.1996,167491.0292,947.8888255,219345.2056,167491.0135,947.1390142,0.3,2.78,L_DS,HOSTH,2.5,0.005,5,5,25,0.92,10.69,20,0.005,2.43,DDH,DDH,HOST
LK-1914,178.2,179.3,1.1,0,0,219345.2056,167491.0135,947.1390142,219345.2099,167491.0021,946.5891493,219345.2141,167490.9908,946.0392819,1.07,2.98,L_DS,DSO,2.5,0.059,23,34,25,7.77,8.94,117,0.12,18.43,DDH,DDH,DSM
LK-1914,179.3,180.3,1,0,0,219345.2141,167490.9908,946.0392819,219345.2179,167490.9806,945.5394,219345.2217,167490.9705,945.039516,0.23,2.79,L_DS,HOSTF,2.5,0.007,5,5,25,1.63,10.2,28,0.02,3.87,DDH,DDH,HOST
LK-1914,180.3,181.3,1,0,0,219345.2217,167490.9705,945.039516,219345.2254,167490.9604,944.5396299,219345.229,167490.9505,944.0397417,0.459263804,2.961428571,L_DS,HOSTF,2.5,0.01691411,5,18,25,6.636625767,8.446441718,68,0.119141104,15.0791411,DDH,DDH,HOST
LK-1914,181.3,182.3,1,0,0,219345.229,167490.9505,944.0397417,219345.2326,167490.9407,943.5398513,219345.2361,167490.9309,943.0399589,0.492102082,2.885555556,L_DS,HOSTF,2.5,0.019186367,5,22,25,8.085950302,6.155218267,79,0.147444594,18.2728677,DDH,DDH,HOST
LK-1914,182.3,183.1,0.8,0,0,219345.2361,167490.9309,943.0399589,219345.2389,167490.9232,942.6400434,219345.2417,167490.9155,942.2401267,0.02,2.77,L_DS,HOSTF,2.5,0.0025,5,5,25,0.98,0.84,18,0.005,2.14,DDH,DDH,HOST
LK-1915,194.2,195.7,1.5,0,0,220066.1597,167015.1137,931.5280541,220066.172,167015.1259,930.7782557,220066.1844,167015.1382,930.0284569,0.11,2.97,L_DS,HOSTH,2.5,0.034,5,5,25,8.17,9.91,12,0.01,17.73,DDH,DDH,HOST
LK-1915,195.7,197.2,1.5,0,0,220066.1844,167015.1382,930.0284569,220066.1966,167015.1505,929.2786577,220066.2089,167015.1627,928.528858,0.355802311,3.042857143,L_DS,DSH,2.5,0.049450578,5,12,25,12.68195122,8.614544288,19,0.03,27.80860077,DDH,DDH,DSM
LK-1915,197.2,198.5,1.3,0,0,220066.2089,167015.1627,928.528858,220066.2195,167015.1733,927.8790313,220066.2301,167015.184,927.2292043,18.7,4.15,L_MS,MSA,252,0.274,796,216,25,23.34,1.04,149,5.87,84.79,DDH,DDH,MS
LK-1915,198.5,199.5,1,0,0,220066.2301,167015.184,927.2292043,220066.2382,167015.1922,926.7293372,220066.2463,167015.2003,926.2294698,4.92,2.93,S_DS,DSF,19,0.049,200,53,25,3.51,0.46,88,1.09,16.13,DDH,DDH,DSM
LK-1915,199.5,200.5,1,0,0,220066.2463,167015.2003,926.2294698,220066.2544,167015.2085,925.7296023,220066.2625,167015.2167,925.2297346,4.221285418,2.87375,S_DS,DSF,17.03731859,0.037223912,207,45,25,2.74455425,0.456074637,82,0.819149965,13.13102281,DDH,DDH,DSM
LK-1915,200.5,201.8,1.3,0,0,220066.2625,167015.2167,925.2297346,220066.273,167015.2273,924.5799063,220066.2835,167015.2379,923.9300777,3.14,2.84,S_VS,DSF,14,0.019,218,35,25,1.56,0.45,75,0.4,8.49,DDH,DDH,DSM
LK-1915,201.8,203,1.2,0,0,220066.2835,167015.2379,923.9300777,220066.2931,167015.2477,923.3302356,220066.3028,167015.2576,922.7303933,0.11,2.79,S_DS,HOSTF,2.5,0.0025,13,15,25,1.39,0.7,47,0.02,3.17,DDH,DDH,HOST
LK-1917,187.2,188.2,1,0,0,221288.1139,167042.6364,942.1023413,221288.0975,167042.6307,941.6026459,221288.081,167042.6248,941.1029505,0.01,2.81,L_DS,HOSTH,2.5,0.008,5,5,25,2.35,10.6,21,0.005,5.07,DDH,DDH,HOST
LK-1917,188.2,189.3,1.1,0,0,221288.081,167042.6248,941.1029505,221288.0629,167042.6184,940.5532855,221288.0449,167042.6119,940.0036206,0.037263875,2.800833333,L_DS,HOSTH,2.5,0.006182408,5,5,25,1.94104187,11.17254138,28,0.005,4.233907822,DDH,DDH,HOST
LK-1917,189.3,190.3,1,0,0,221288.0449,167042.6119,940.0036206,221288.0284,167042.606,939.5039252,221288.012,167042.6,939.0042297,6.95,2.91,L_VS,DSO,2.5,0.079,98,72,86,2.32,9.08,203,0.45,15.86,DDH,DDH,DSM
LK-1917,190.3,191.8,1.5,0,0,221288.012,167042.6,939.0042297,221287.9875,167042.591,938.2546866,221287.9629,167042.5819,937.5051435,0.75,2.8,S_DS,HOSTF,2.5,0.01,22,20,60,1.41,1.97,69,0.03,4.18,DDH,DDH,HOST
LK-1918,187,187.9,0.9,0,0,221295.3263,167193.2466,941.8182151,221295.3349,167193.2499,941.3683085,221295.3434,167193.2533,940.9184015,0.24,2.77,L_DS,HOSTH,2.5,0.005,5,5,25,0.85,12.71,23,0.01,2.2,DDH,DDH,HOST
LK-1918,187.9,188.4,0.5,0,0,221295.3434,167193.2533,940.9184015,221295.3481,167193.2552,940.6684529,221295.3528,167193.2572,940.4185042,2.32,2.85,L_DS,DSH,2.5,0.017,23,25,25,2.67,11.42,63,0.13,9.34,DDH,DDH,DSM
LK-1918,188.4,189.6,1.2,0,0,221295.3528,167193.2572,940.4185042,221295.3641,167193.2618,939.8186268,221295.3753,167193.2666,939.2187485,15.28,3.08,L_MS,MSA,2.5,0.078,214,169,25,4.02,7.66,416,0.7,32.22,DDH,DDH,MS
LK-1918,189.6,190.6,1,0,0,221295.3753,167193.2666,939.2187485,221295.3845,167193.2706,938.7188494,221295.3937,167193.2747,938.2189498,0.700896478,2.806153846,S_DS,DSF,2.5,0.003873533,19,20,25,2.058046958,1.458399146,64,0.057470651,5.532742796,DDH,DDH,DSM
LK-1918,190.6,191.6,1,0,0,221295.3937,167193.2747,938.2189498,221295.4029,167193.2789,937.7190495,221295.412,167193.2831,937.2191488,0.273902439,2.784444444,S_DS,DSF,2.5,0.0025,6,14,25,1.392395983,1.186212339,48,0.03,3.434705882,DDH,DDH,DSM
LK-1918,191.6,192.6,1,0,0,221295.412,167193.2831,937.2191488,221295.421,167193.2873,936.7192475,221295.43,167193.2916,936.2193456,0.41,2.78,S_VS,DSF,2.5,0.0025,12,5,25,0.84,0.89,27,0.03,2.45,DDH,DDH,DSM
LK-1918,192.6,193.6,1,0,0,221295.43,167193.2916,936.2193456,221295.4389,167193.296,935.7194432,221295.4478,167193.3005,935.2195403,0.172257483,2.772307692,S_VS,DSF,2.5,0.0025,7,9,25,0.916916697,0.687219618,40,0.023007573,2.254212045,DDH,DDH,DSM
LK-1918,193.6,194.6,1,0,0,221295.4478,167193.3005,935.2195403,221295.4566,167193.3049,934.7196369,221295.4654,167193.3095,934.2197329,0.866447321,2.782173913,S_VS,DSF,2.5,0.006010428,5,18,25,0.850693995,0.60201726,61,0.087209637,3.222236606,DDH,DDH,DSM
LK-1918,194.6,195.6,1,0,0,221295.4654,167193.3095,934.2197329,221295.4741,167193.3141,933.7198283,221295.4828,167193.3187,933.2199233,0.41,2.78,S_VS,DSF,2.5,0.005,5,15,25,0.91,0.57,45,0.04,2.61,DDH,DDH,DSM
LK-1918,195.6,196.6,1,0,0,221295.4828,167193.3187,933.2199233,221295.4914,167193.3234,932.7200177,221295.4999,167193.3282,932.2201116,0.794551328,2.787142857,S_VS,DSF,2.5,0.003497846,5,13,25,1.084249821,0.594034458,40,0.046008615,3.565369706,DDH,DDH,DSM
LK-1918,196.6,197.5,0.9,0,0,221295.4999,167193.3282,932.2201116,221295.5075,167193.3325,931.7701956,221295.5151,167193.3369,931.3202792,1.05,2.79,S_VS,DSF,2.5,0.0025,5,12,25,1.2,0.61,37,0.05,4.2,DDH,DDH,DSM
LK-1918,197.5,199,1.5,0,0,221295.5151,167193.3369,931.3202792,221295.5277,167193.344,930.5704177,221295.5404,167193.3508,929.8205559,0.04,2.78,S_VS,HOSTF,2.5,0.0025,5,12,25,1.25,0.72,36,0.005,2.75,DDH,DDH,HOST
LK-1919,203.3,204.8,1.5,0,0,219792.4132,167581.1166,920.1552181,219792.4184,167581.1171,919.4052363,219792.4236,167581.1176,918.6552546,0.02,2.79,L_DS,HOSTH,2.5,0.011,5,5,25,1.44,12.79,23,0.005,3.13,DDH,DDH,HOST
LK-1919,204.8,205.8,1,0,0,219792.4236,167581.1176,918.6552546,219792.4271,167581.1178,918.1552668,219792.4305,167581.118,917.655279,0.08,3.1,L_DS,DSO,2.5,0.054,5,5,25,12.44,9.65,36,0.02,26.87,DDH,DDH,DSM
LK-1919,205.8,206.8,1,0,0,219792.4305,167581.118,917.655279,219792.434,167581.1182,917.1552912,219792.4375,167581.1183,916.6553034,1.553187919,2.94,L_DS,DSO,2.5,0.034325503,31,5,25,7.569362416,10.60973154,26,0.23114094,18.8466443,DDH,DDH,DSM
LK-1919,206.8,207.8,1,0,0,219792.4375,167581.1183,916.6553034,219792.441,167581.1184,916.1553155,219792.4445,167581.1184,915.6553277,2.726386555,2.848888889,L_DS,DSO,2.5,0.013795518,55,6,25,2.468991597,11.65994398,18,0.370504202,9.797983193,DDH,DDH,DSM
LK-1919,207.8,208.8,1,0,0,219792.4445,167581.1184,915.6553277,219792.448,167581.1184,915.1553399,219792.4515,167581.1184,914.6553521,1.02,2.84,L_DS,DSO,2.5,0.017,31,14,25,3.19,11.7,23,0.01,8.38,DDH,DDH,DSM
LK-1919,208.8,209.8,1,0,0,219792.4515,167581.1184,914.6553521,219792.455,167581.1183,914.1553643,219792.4585,167581.1182,913.6553765,0.843727934,2.893846154,L_DS,DSO,2.5,0.028986501,27,16,25,4.931568017,11.48142264,25,0.006474559,11.85608515,DDH,DDH,DSM
LK-1919,209.8,210.8,1,0,0,219792.4585,167581.1182,913.6553765,219792.4619,167581.1181,913.1553886,219792.4654,167581.1179,912.6554008,1.32557971,2.886470588,L_DS,DSO,2.5,0.035782609,38,22,25,5.006376812,11.47318841,32,0.018369565,12.75144928,DDH,DDH,DSM
LK-1919,210.8,211.8,1,0,0,219792.4654,167581.1179,912.6554008,219792.4689,167581.1176,912.155413,219792.4724,167581.1174,911.6554252,2.64,2.87,L_DS,DSO,2.5,0.04,68,36,25,3.46,11.67,44,0.05,11.43,DDH,DDH,DSM
LK-1919,211.8,212.8,1,0,0,219792.4724,167581.1174,911.6554252,219792.4759,167581.117,911.1554374,219792.4793,167581.1167,910.6554496,5.463579508,3.011666667,L_DS,DSO,2.5,0.075598137,84,78,25,6.777099135,10.17326015,107,0.187538257,22.91848969,DDH,DDH,DSM
LK-1919,212.8,213.8,1,0,0,219792.4793,167581.1167,910.6554496,219792.4828,167581.1163,910.1554618,219792.4863,167581.1158,909.6554739,3.94698418,2.933529412,L_DS,DSO,2.5,0.060658364,51,74,25,6.280841468,10.48912487,94,0.261837765,19.67652642,DDH,DDH,DSM
LK-1919,213.8,214.8,1,0,0,219792.4863,167581.1158,909.6554739,219792.4897,167581.1154,909.1554861,219792.4932,167581.1148,908.6554983,4.436061856,2.915714286,L_DS,DSO,2.5,0.039041237,44,67,25,4.03428866,11.00420619,94,0.113958763,15.4108866,DDH,DDH,DSM
LK-1919,214.8,215.8,1,0,0,219792.4932,167581.1148,908.6554983,219792.4966,167581.1143,908.1555105,219792.5001,167581.1137,907.6555227,3.86316421,2.861578947,L_DS,DSO,2.5,0.04002434,41,68,25,4.54107302,10.75230716,98,0.099921152,15.63053822,DDH,DDH,DSM
LK-1919,215.8,216.8,1,0,0,219792.5001,167581.1137,907.6555227,219792.5035,167581.1131,907.1555349,219792.5069,167581.1124,906.655547,0.341022727,2.825,L_DS,DSO,2.5,0.013613636,5,17,25,2.356534091,11.45096591,40,0.005,5.575284091,DDH,DDH,DSM
LK-1919,216.8,217.8,1,0,0,219792.5069,167581.1124,906.655547,219792.5103,167581.1117,906.1555592,219792.5137,167581.1109,905.6555714,0.553712068,2.823333333,L_DS,DSO,2.5,0.014810162,5,22,25,2.931863091,10.57494707,60,0.017889908,7.145455187,DDH,DDH,DSM
