x,y,z,LITHO,Grade_pct,LITHODESC
46.5,86.5,21.5,1,0.787,Sandstone
52.5,86.5,21.5,1,0.847,Sandstone
57.5,86.5,21.5,1,0.587,Sandstone
63.5,86.5,21.5,1,0.168,Sandstone
70.5,86.5,21.5,2,0.225,Shale
97.5,86.5,21.5,1,0.972,Sandstone
0.5,87.5,21.5,1,0.046,Sandstone
1.5,87.5,21.5,1,0.094,Sandstone
7.5,87.5,21.5,1,0.101,Sandstone
17.5,87.5,21.5,1,0.057,Sandstone
20.5,87.5,21.5,1,0.436,Sandstone
22.5,87.5,21.5,1,0.725,Sandstone
32.5,87.5,21.5,2,1.308,Shale
39.5,87.5,21.5,2,0.9,Shale
51.5,87.5,21.5,1,0.673,Sandstone
65.5,87.5,21.5,1,0.244,Sandstone
66.5,87.5,21.5,1,0.22,Sandstone
77.5,87.5,21.5,2,0.629,Shale
18.5,88.5,21.5,1,0.123,Sandstone
34.5,88.5,21.5,2,0.681,Shale
75.5,88.5,21.5,2,0.295,Shale
92.5,88.5,21.5,1,0.871,Sandstone
96.5,88.5,21.5,1,0.809,Sandstone
11.5,89.5,21.5,1,0.539,Sandstone
26.5,89.5,21.5,1,0.624,Sandstone
43.5,89.5,21.5,1,0.244,Sandstone
60.5,89.5,21.5,1,0.339,Sandstone
63.5,89.5,21.5,1,0.054,Sandstone
69.5,89.5,21.5,1,0.184,Sandstone
88.5,89.5,21.5,1,0.721,Sandstone
33.5,90.5,21.5,1,0.732,Sandstone
35.5,90.5,21.5,2,1.796,Shale
50.5,90.5,21.5,1,0.884,Sandstone
57.5,90.5,21.5,2,2.913,Shale
80.5,90.5,21.5,1,0.964,Sandstone
14.5,91.5,21.5,1,0.041,Sandstone
26.5,91.5,21.5,1,0.864,Sandstone
35.5,91.5,21.5,1,0.801,Sandstone
40.5,91.5,21.5,2,2.135,Shale
54.5,91.5,21.5,1,0.329,Sandstone
75.5,91.5,21.5,2,0.699,Shale
86.5,91.5,21.5,1,0.18,Sandstone
90.5,91.5,21.5,1,0.819,Sandstone
94.5,91.5,21.5,1,0.23,Sandstone
95.5,91.5,21.5,1,0.562,Sandstone
6.5,92.5,21.5,1,0.292,Sandstone
7.5,92.5,21.5,1,0.09,Sandstone
19.5,92.5,21.5,1,0.201,Sandstone
21.5,92.5,21.5,1,0.399,Sandstone
29.5,92.5,21.5,1,0.372,Sandstone
49.5,92.5,21.5,1,0.458,Sandstone
56.5,92.5,21.5,1,0.167,Sandstone
59.5,92.5,21.5,1,0.084,Sandstone
61.5,92.5,21.5,1,0.059,Sandstone
67.5,92.5,21.5,1,0.297,Sandstone
87.5,92.5,21.5,1,0.649,Sandstone
6.5,93.5,21.5,1,0.05,Sandstone
26.5,93.5,21.5,1,0.821,Sandstone
39.5,93.5,21.5,2,1.112,Shale
59.5,93.5,21.5,2,2.06,Shale
72.5,93.5,21.5,1,0.167,Sandstone
34.5,94.5,21.5,1,0.63,Sandstone
61.5,94.5,21.5,1,0.045,Sandstone
66.5,94.5,21.5,1,0.613,Sandstone
70.5,94.5,21.5,1,0.373,Sandstone
82.5,94.5,21.5,1,0.673,Sandstone
90.5,94.5,21.5,1,0.2,Sandstone
93.5,94.5,21.5,1,0.484,Sandstone
97.5,94.5,21.5,1,0.389,Sandstone
16.5,95.5,21.5,1,0.312,Sandstone
18.5,95.5,21.5,1,0.062,Sandstone
41.5,95.5,21.5,1,0.216,Sandstone
53.5,95.5,21.5,1,0.357,Sandstone
57.5,95.5,21.5,2,0.723,Shale
66.5,95.5,21.5,1,0.609,Sandstone
72.5,95.5,21.5,1,0.48,Sandstone
98.5,95.5,21.5,2,7.809,Shale
16.5,96.5,21.5,1,0.26,Sandstone
18.5,96.5,21.5,1,0.149,Sandstone
33.5,96.5,21.5,1,0.899,Sandstone
43.5,96.5,21.5,2,0.636,Shale
48.5,96.5,21.5,2,1.763,Shale
80.5,96.5,21.5,2,2.267,Shale
82.5,96.5,21.5,1,0.474,Sandstone
84.5,96.5,21.5,2,1.684,Shale
86.5,96.5,21.5,1,0.866,Sandstone
89.5,96.5,21.5,1,0.329,Sandstone
2.5,97.5,21.5,1,0.147,Sandstone
7.5,97.5,21.5,1,0.064,Sandstone
9.5,97.5,21.5,1,0.359,Sandstone
10.5,97.5,21.5,1,0.072,Sandstone
26.5,97.5,21.5,1,0.835,Sandstone
47.5,97.5,21.5,2,2.451,Shale
52.5,97.5,21.5,2,1.938,Shale
57.5,97.5,21.5,2,5.711,Shale
67.5,97.5,21.5,1,0.46,Sandstone
68.5,97.5,21.5,1,0.529,Sandstone
80.5,97.5,21.5,2,1.384,Shale
8.5,98.5,21.5,1,0.271,Sandstone
37.5,98.5,21.5,1,0.955,Sandstone
40.5,98.5,21.5,1,0.379,Sandstone
51.5,98.5,21.5,2,1.231,Shale
54.5,98.5,21.5,2,5.114,Shale
55.5,98.5,21.5,2,4.353,Shale
76.5,98.5,21.5,1,0.662,Sandstone
81.5,98.5,21.5,2,2.915,Shale
6.5,99.5,21.5,1,0.447,Sandstone
7.5,99.5,21.5,1,0.377,Sandstone
11.5,99.5,21.5,1,0.19,Sandstone
13.5,99.5,21.5,1,0.256,Sandstone
17.5,99.5,21.5,1,0.398,Sandstone
18.5,99.5,21.5,1,0.109,Sandstone
21.5,99.5,21.5,1,0.709,Sandstone
29.5,99.5,21.5,1,0.399,Sandstone
30.5,99.5,21.5,2,0.574,Shale
35.5,99.5,21.5,1,0.818,Sandstone
40.5,99.5,21.5,1,0.317,Sandstone
50.5,99.5,21.5,2,2.277,Shale
56.5,99.5,21.5,2,5.873,Shale
59.5,99.5,21.5,2,1.032,Shale
64.5,99.5,21.5,1,0.084,Sandstone
78.5,99.5,21.5,2,1.749,Shale
31.5,0.5,22.5,2,1.756,Shale
39.5,0.5,22.5,2,1.691,Shale
54.5,0.5,22.5,2,0.238,Shale
65.5,0.5,22.5,1,0.027,Sandstone
83.5,0.5,22.5,3,3.846,Breccia
84.5,0.5,22.5,3,3.679,Breccia
88.5,0.5,22.5,3,0.99,Breccia
89.5,0.5,22.5,3,2.67,Breccia
90.5,0.5,22.5,3,3.043,Breccia
93.5,0.5,22.5,3,0.814,Breccia
19.5,1.5,22.5,2,0.812,Shale
23.5,1.5,22.5,2,1.812,Shale
27.5,1.5,22.5,2,1.899,Shale
45.5,1.5,22.5,2,0.064,Shale
49.5,1.5,22.5,2,0.131,Shale
55.5,1.5,22.5,1,0.362,Sandstone
78.5,1.5,22.5,3,3.816,Breccia
86.5,1.5,22.5,3,4.645,Breccia
98.5,1.5,22.5,2,5.932,Shale
0.5,2.5,22.5,2,1.707,Shale
9.5,2.5,22.5,2,10.87,Shale
17.5,2.5,22.5,1,0.257,Sandstone
49.5,2.5,22.5,2,0.045,Shale
50.5,2.5,22.5,2,0.045,Shale
64.5,2.5,22.5,1,0.032,Sandstone
65.5,2.5,22.5,1,0.024,Sandstone
69.5,2.5,22.5,3,10.845,Breccia
0.5,3.5,22.5,2,1.175,Shale
17.5,3.5,22.5,1,0.515,Sandstone
19.5,3.5,22.5,1,0.315,Sandstone
24.5,3.5,22.5,2,0.554,Shale
45.5,3.5,22.5,2,0.114,Shale
95.5,3.5,22.5,3,2.006,Breccia
96.5,3.5,22.5,3,1.843,Breccia
97.5,3.5,22.5,3,1.719,Breccia
2.5,4.5,22.5,2,2.31,Shale
9.5,4.5,22.5,2,1.809,Shale
12.5,4.5,22.5,2,5.137,Shale
17.5,4.5,22.5,1,0.505,Sandstone
30.5,4.5,22.5,2,2.098,Shale
56.5,4.5,22.5,2,0.218,Shale
69.5,4.5,22.5,2,1.347,Shale
81.5,4.5,22.5,3,4.512,Breccia
18.5,5.5,22.5,1,0.857,Sandstone
22.5,5.5,22.5,1,0.732,Sandstone
48.5,5.5,22.5,2,0.215,Shale
68.5,5.5,22.5,2,0.516,Shale
74.5,5.5,22.5,2,1.366,Shale
83.5,5.5,22.5,3,1.215,Breccia
88.5,5.5,22.5,3,2.322,Breccia
10.5,6.5,22.5,2,5.102,Shale
25.5,6.5,22.5,2,1.159,Shale
49.5,6.5,22.5,2,0.121,Shale
60.5,6.5,22.5,2,0.558,Shale
66.5,6.5,22.5,1,0.222,Sandstone
91.5,6.5,22.5,3,1.902,Breccia
98.5,6.5,22.5,2,4.909,Shale
5.5,7.5,22.5,2,1.582,Shale
6.5,7.5,22.5,2,1.767,Shale
15.5,7.5,22.5,2,1.556,Shale
21.5,7.5,22.5,2,0.09,Shale
61.5,7.5,22.5,2,0.431,Shale
62.5,7.5,22.5,2,0.261,Shale
68.5,7.5,22.5,1,0.061,Sandstone
19.5,8.5,22.5,2,0.219,Shale
22.5,8.5,22.5,2,0.076,Shale
39.5,8.5,22.5,1,0.607,Sandstone
54.5,8.5,22.5,2,0.166,Shale
55.5,8.5,22.5,2,0.446,Shale
56.5,8.5,22.5,2,0.47,Shale
60.5,8.5,22.5,1,0.66,Sandstone
67.5,8.5,22.5,1,0.299,Sandstone
72.5,8.5,22.5,2,0.79,Shale
95.5,8.5,22.5,3,3.327,Breccia
97.5,8.5,22.5,2,1.422,Shale
20.5,9.5,22.5,2,0.156,Shale
30.5,9.5,22.5,2,0.182,Shale
46.5,9.5,22.5,2,0.355,Shale
62.5,9.5,22.5,1,0.535,Sandstone
79.5,9.5,22.5,3,1.805,Breccia
90.5,9.5,22.5,2,0.433,Shale
92.5,9.5,22.5,3,7.198,Breccia
2.5,10.5,22.5,2,2.558,Shale
3.5,10.5,22.5,2,3.907,Shale
29.5,10.5,22.5,2,0.401,Shale
30.5,10.5,22.5,2,0.241,Shale
33.5,10.5,22.5,1,0.802,Sandstone
34.5,10.5,22.5,1,0.941,Sandstone
42.5,10.5,22.5,1,0.483,Sandstone
57.5,10.5,22.5,2,0.816,Shale
66.5,10.5,22.5,1,0.693,Sandstone
93.5,10.5,22.5,3,13.856,Breccia
99.5,10.5,22.5,2,2.63,Shale
54.5,11.5,22.5,2,0.084,Shale
66.5,11.5,22.5,1,0.817,Sandstone
75.5,11.5,22.5,3,5.67,Breccia
81.5,11.5,22.5,3,1.706,Breccia
94.5,11.5,22.5,3,18.837,Breccia
97.5,11.5,22.5,3,4.247,Breccia
20.5,12.5,22.5,2,0.371,Shale
41.5,12.5,22.5,1,0.756,Sandstone
48.5,12.5,22.5,2,0.368,Shale
59.5,12.5,22.5,1,0.233,Sandstone
60.5,12.5,22.5,1,0.37,Sandstone
78.5,12.5,22.5,3,6.061,Breccia
87.5,12.5,22.5,3,6.806,Breccia
91.5,12.5,22.5,2,1.038,Shale
97.5,12.5,22.5,3,3.388,Breccia
10.5,13.5,22.5,2,5.063,Shale
38.5,13.5,22.5,1,0.351,Sandstone
51.5,13.5,22.5,2,0.211,Shale
54.5,13.5,22.5,2,0.68,Shale
58.5,13.5,22.5,1,0.445,Sandstone
63.5,13.5,22.5,1,0.214,Sandstone
80.5,13.5,22.5,3,0.407,Breccia
95.5,13.5,22.5,3,10.57,Breccia
11.5,14.5,22.5,2,1.607,Shale
12.5,14.5,22.5,2,3.195,Shale
39.5,14.5,22.5,1,0.935,Sandstone
49.5,14.5,22.5,2,0.666,Shale
55.5,14.5,22.5,2,0.327,Shale
58.5,14.5,22.5,1,0.393,Sandstone
65.5,14.5,22.5,1,0.883,Sandstone
68.5,14.5,22.5,1,0.189,Sandstone
77.5,14.5,22.5,3,23.217,Breccia
85.5,14.5,22.5,2,0.084,Shale
10.5,15.5,22.5,2,0.889,Shale
27.5,15.5,22.5,2,1.807,Shale
31.5,15.5,22.5,3,1.923,Breccia
87.5,15.5,22.5,2,0.132,Shale
96.5,15.5,22.5,2,1.189,Shale
7.5,16.5,22.5,2,2.276,Shale
21.5,16.5,22.5,2,2.433,Shale
26.5,16.5,22.5,2,2.676,Shale
54.5,16.5,22.5,2,0.149,Shale
72.5,16.5,22.5,1,0.164,Sandstone
75.5,16.5,22.5,3,0.905,Breccia
80.5,16.5,22.5,2,0.952,Shale
6.5,17.5,22.5,2,1.099,Shale
43.5,17.5,22.5,2,0.439,Shale
61.5,17.5,22.5,1,0.661,Sandstone
64.5,17.5,22.5,1,0.291,Sandstone
90.5,17.5,22.5,2,0.395,Shale
8.5,18.5,22.5,2,2.615,Shale
18.5,18.5,22.5,2,0.19,Shale
22.5,18.5,22.5,2,0.434,Shale
82.5,18.5,22.5,2,0.501,Shale
89.5,18.5,22.5,2,0.245,Shale
14.5,19.5,22.5,2,0.453,Shale
23.5,19.5,22.5,2,0.808,Shale
33.5,19.5,22.5,2,0.964,Shale
41.5,19.5,22.5,2,0.236,Shale
46.5,19.5,22.5,2,1.491,Shale
47.5,19.5,22.5,1,0.759,Sandstone
61.5,19.5,22.5,1,0.567,Sandstone
73.5,19.5,22.5,1,0.085,Sandstone
84.5,19.5,22.5,2,0.409,Shale
19.5,20.5,22.5,2,0.727,Shale
48.5,20.5,22.5,1,0.804,Sandstone
52.5,20.5,22.5,1,0.389,Sandstone
10.5,21.5,22.5,2,6.366,Shale
20.5,21.5,22.5,2,0.29,Shale
39.5,21.5,22.5,2,0.886,Shale
40.5,21.5,22.5,2,0.372,Shale
45.5,21.5,22.5,2,0.325,Shale
47.5,21.5,22.5,1,0.775,Sandstone
52.5,21.5,22.5,1,0.581,Sandstone
60.5,21.5,22.5,2,0.28,Shale
73.5,21.5,22.5,1,0.256,Sandstone
78.5,21.5,22.5,2,0.343,Shale
2.5,22.5,22.5,2,3.288,Shale
4.5,22.5,22.5,2,2.074,Shale
22.5,22.5,22.5,2,0.79,Shale
31.5,22.5,22.5,2,0.93,Shale
35.5,22.5,22.5,2,0.429,Shale
36.5,22.5,22.5,2,1.023,Shale
40.5,22.5,22.5,2,0.16,Shale
91.5,22.5,22.5,2,0.247,Shale
95.5,22.5,22.5,2,0.555,Shale
97.5,22.5,22.5,2,0.767,Shale
4.5,23.5,22.5,2,0.876,Shale
36.5,23.5,22.5,1,0.556,Sandstone
77.5,23.5,22.5,1,0.078,Sandstone
84.5,23.5,22.5,2,1.094,Shale
96.5,23.5,22.5,2,0.829,Shale
97.5,23.5,22.5,2,0.557,Shale
8.5,24.5,22.5,2,6.503,Shale
10.5,24.5,22.5,2,2.855,Shale
15.5,24.5,22.5,2,0.657,Shale
26.5,24.5,22.5,2,0.954,Shale
53.5,24.5,22.5,1,0.402,Sandstone
73.5,24.5,22.5,1,0.267,Sandstone
74.5,24.5,22.5,1,0.191,Sandstone
88.5,24.5,22.5,2,0.45,Shale
98.5,24.5,22.5,2,0.432,Shale
0.5,25.5,22.5,2,2.571,Shale
1.5,25.5,22.5,2,1.049,Shale
10.5,25.5,22.5,2,1.66,Shale
25.5,25.5,22.5,2,0.458,Shale
30.5,25.5,22.5,1,0.817,Sandstone
34.5,25.5,22.5,2,1.323,Shale
40.5,25.5,22.5,2,0.644,Shale
50.5,25.5,22.5,2,2.16,Shale
55.5,25.5,22.5,1,0.292,Sandstone
67.5,25.5,22.5,1,0.352,Sandstone
70.5,25.5,22.5,1,0.351,Sandstone
85.5,25.5,22.5,2,1.309,Shale
87.5,25.5,22.5,2,0.196,Shale
88.5,25.5,22.5,2,0.225,Shale
89.5,25.5,22.5,2,0.318,Shale
17.5,26.5,22.5,2,0.594,Shale
21.5,26.5,22.5,2,0.463,Shale
23.5,26.5,22.5,2,2.093,Shale
26.5,26.5,22.5,1,0.669,Sandstone
32.5,26.5,22.5,2,0.963,Shale
44.5,26.5,22.5,2,0.585,Shale
52.5,26.5,22.5,1,0.06,Sandstone
68.5,26.5,22.5,1,0.817,Sandstone
71.5,26.5,22.5,1,0.376,Sandstone
76.5,26.5,22.5,1,0.081,Sandstone
80.5,26.5,22.5,2,0.307,Shale
95.5,26.5,22.5,2,0.658,Shale
98.5,26.5,22.5,2,3.536,Shale
10.5,27.5,22.5,2,0.373,Shale
14.5,27.5,22.5,2,2.129,Shale
23.5,27.5,22.5,2,1.913,Shale
27.5,27.5,22.5,2,0.69,Shale
28.5,27.5,22.5,2,0.724,Shale
29.5,27.5,22.5,2,0.178,Shale
32.5,27.5,22.5,2,1.517,Shale
43.5,27.5,22.5,2,0.406,Shale
60.5,27.5,22.5,1,0.604,Sandstone
61.5,27.5,22.5,1,0.781,Sandstone
96.5,27.5,22.5,2,3.388,Shale
19.5,28.5,22.5,2,1.572,Shale
34.5,28.5,22.5,2,8.536,Shale
39.5,28.5,22.5,2,0.509,Shale
56.5,28.5,22.5,1,0.214,Sandstone
66.5,28.5,22.5,1,0.943,Sandstone
81.5,28.5,22.5,2,0.726,Shale
85.5,28.5,22.5,2,2.787,Shale
91.5,28.5,22.5,2,0.265,Shale
92.5,28.5,22.5,2,0.331,Shale
3.5,29.5,22.5,2,1.259,Shale
36.5,29.5,22.5,2,1.728,Shale
8.5,30.5,22.5,2,0.84,Shale
9.5,30.5,22.5,2,0.64,Shale
41.5,30.5,22.5,2,0.235,Shale
43.5,30.5,22.5,2,0.278,Shale
62.5,30.5,22.5,1,0.72,Sandstone
71.5,30.5,22.5,2,0.197,Shale
73.5,30.5,22.5,1,0.327,Sandstone
89.5,30.5,22.5,3,3.544,Breccia
13.5,31.5,22.5,2,0.295,Shale
23.5,31.5,22.5,2,1.517,Shale
25.5,31.5,22.5,2,0.241,Shale
26.5,31.5,22.5,2,0.298,Shale
32.5,31.5,22.5,2,0.211,Shale
35.5,31.5,22.5,2,0.175,Shale
38.5,31.5,22.5,2,0.122,Shale
45.5,31.5,22.5,2,0.633,Shale
46.5,31.5,22.5,2,0.435,Shale
55.5,31.5,22.5,1,0.713,Sandstone
68.5,31.5,22.5,1,0.992,Sandstone
70.5,31.5,22.5,1,0.408,Sandstone
22.5,32.5,22.5,2,3.347,Shale
33.5,32.5,22.5,2,0.401,Shale
36.5,32.5,22.5,2,0.18,Shale
42.5,32.5,22.5,2,0.474,Shale
44.5,32.5,22.5,2,0.425,Shale
59.5,32.5,22.5,1,0.987,Sandstone
66.5,32.5,22.5,1,0.984,Sandstone
68.5,32.5,22.5,1,0.818,Sandstone
83.5,32.5,22.5,3,0.353,Breccia
88.5,32.5,22.5,3,3.326,Breccia
26.5,33.5,22.5,2,0.566,Shale
65.5,33.5,22.5,1,0.992,Sandstone
72.5,33.5,22.5,1,0.476,Sandstone
82.5,33.5,22.5,2,1.138,Shale
5.5,34.5,22.5,2,1.143,Shale
8.5,34.5,22.5,2,0.719,Shale
17.5,34.5,22.5,2,0.542,Shale
29.5,34.5,22.5,2,0.28,Shale
34.5,34.5,22.5,2,0.06,Shale
37.5,34.5,22.5,2,0.105,Shale
60.5,34.5,22.5,1,0.838,Sandstone
92.5,34.5,22.5,3,2.852,Breccia
10.5,35.5,22.5,2,0.626,Shale
33.5,35.5,22.5,2,0.252,Shale
50.5,35.5,22.5,2,0.205,Shale
67.5,35.5,22.5,1,0.992,Sandstone
73.5,35.5,22.5,1,0.492,Sandstone
74.5,35.5,22.5,1,0.62,Sandstone
79.5,35.5,22.5,1,0.25,Sandstone
84.5,35.5,22.5,2,1.95,Shale
92.5,35.5,22.5,2,0.153,Shale
39.5,36.5,22.5,2,0.57,Shale
41.5,36.5,22.5,2,0.232,Shale
98.5,36.5,22.5,2,0.72,Shale
7.5,37.5,22.5,2,1.024,Shale
14.5,37.5,22.5,2,0.929,Shale
29.5,37.5,22.5,2,0.31,Shale
50.5,37.5,22.5,2,0.285,Shale
81.5,37.5,22.5,1,0.075,Sandstone
83.5,37.5,22.5,2,1.893,Shale
4.5,38.5,22.5,2,2.184,Shale
7.5,38.5,22.5,2,0.269,Shale
37.5,38.5,22.5,2,0.145,Shale
78.5,38.5,22.5,1,0.785,Sandstone
82.5,38.5,22.5,2,3.502,Shale
96.5,38.5,22.5,2,1.035,Shale
45.5,39.5,22.5,2,0.637,Shale
7.5,40.5,22.5,2,0.633,Shale
28.5,40.5,22.5,2,0.054,Shale
57.5,40.5,22.5,2,1.593,Shale
10.5,41.5,22.5,2,0.71,Shale
17.5,41.5,22.5,2,0.223,Shale
33.5,41.5,22.5,2,0.449,Shale
46.5,41.5,22.5,2,0.249,Shale
50.5,41.5,22.5,1,0.388,Sandstone
52.5,41.5,22.5,1,0.52,Sandstone
56.5,41.5,22.5,2,0.668,Shale
58.5,41.5,22.5,2,0.914,Shale
75.5,41.5,22.5,1,0.5,Sandstone
79.5,41.5,22.5,1,0.36,Sandstone
89.5,41.5,22.5,1,0.064,Sandstone
98.5,41.5,22.5,2,1.848,Shale
9.5,42.5,22.5,1,0.907,Sandstone
11.5,42.5,22.5,2,1.151,Shale
66.5,42.5,22.5,1,0.786,Sandstone
67.5,42.5,22.5,1,0.937,Sandstone
79.5,42.5,22.5,1,0.378,Sandstone
88.5,42.5,22.5,1,0.171,Sandstone
98.5,42.5,22.5,2,3.291,Shale
31.5,43.5,22.5,2,0.311,Shale
67.5,43.5,22.5,1,0.965,Sandstone
72.5,43.5,22.5,1,0.774,Sandstone
88.5,43.5,22.5,1,0.245,Sandstone
99.5,43.5,22.5,2,1.87,Shale
0.5,44.5,22.5,2,1.368,Shale
2.5,44.5,22.5,2,1.434,Shale
35.5,44.5,22.5,2,0.154,Shale
43.5,44.5,22.5,2,0.53,Shale
44.5,44.5,22.5,2,0.527,Shale
58.5,44.5,22.5,2,0.429,Shale
62.5,44.5,22.5,2,0.453,Shale
84.5,44.5,22.5,1,0.355,Sandstone
87.5,44.5,22.5,1,0.286,Sandstone
99.5,44.5,22.5,2,3.395,Shale
32.5,45.5,22.5,2,0.373,Shale
46.5,45.5,22.5,2,0.115,Shale
74.5,45.5,22.5,1,0.734,Sandstone
22.5,46.5,22.5,2,0.648,Shale
44.5,46.5,22.5,2,0.491,Shale
47.5,46.5,22.5,2,0.183,Shale
58.5,46.5,22.5,1,0.521,Sandstone
85.5,46.5,22.5,1,0.208,Sandstone
90.5,46.5,22.5,1,0.144,Sandstone
99.5,46.5,22.5,2,4.257,Shale
33.5,47.5,22.5,2,0.227,Shale
58.5,47.5,22.5,1,0.964,Sandstone
64.5,47.5,22.5,1,0.994,Sandstone
81.5,47.5,22.5,1,0.459,Sandstone
28.5,48.5,22.5,2,0.2,Shale
31.5,48.5,22.5,2,0.266,Shale
39.5,48.5,22.5,2,0.263,Shale
50.5,48.5,22.5,1,0.362,Sandstone
55.5,48.5,22.5,1,0.211,Sandstone
61.5,48.5,22.5,1,0.831,Sandstone
87.5,48.5,22.5,1,0.34,Sandstone
0.5,49.5,22.5,2,1.226,Shale
32.5,49.5,22.5,2,0.405,Shale
35.5,49.5,22.5,2,0.397,Shale
93.5,49.5,22.5,1,0.286,Sandstone
46.5,50.5,22.5,1,0.03,Sandstone
50.5,50.5,22.5,1,0.201,Sandstone
59.5,50.5,22.5,1,0.405,Sandstone
70.5,50.5,22.5,3,3.285,Breccia
71.5,50.5,22.5,3,11.679,Breccia
82.5,50.5,22.5,3,3.09,Breccia
88.5,50.5,22.5,1,0.183,Sandstone
93.5,50.5,22.5,1,0.332,Sandstone
12.5,51.5,22.5,2,1.981,Shale
16.5,51.5,22.5,2,2.396,Shale
25.5,51.5,22.5,2,0.172,Shale
26.5,51.5,22.5,2,0.118,Shale
39.5,51.5,22.5,1,0.276,Sandstone
41.5,51.5,22.5,1,0.275,Sandstone
47.5,51.5,22.5,2,1.365,Shale
76.5,51.5,22.5,1,0.506,Sandstone
79.5,51.5,22.5,1,0.587,Sandstone
97.5,51.5,22.5,1,0.642,Sandstone
34.5,52.5,22.5,2,0.128,Shale
59.5,52.5,22.5,1,0.69,Sandstone
64.5,52.5,22.5,1,0.509,Sandstone
70.5,52.5,22.5,3,4.799,Breccia
79.5,52.5,22.5,1,0.955,Sandstone
97.5,52.5,22.5,3,3.274,Breccia
98.5,52.5,22.5,3,0.872,Breccia
0.5,53.5,22.5,1,0.614,Sandstone
15.5,53.5,22.5,2,1.274,Shale
17.5,53.5,22.5,2,2.473,Shale
19.5,53.5,22.5,2,2.413,Shale
20.5,53.5,22.5,2,0.68,Shale
24.5,53.5,22.5,2,0.367,Shale
51.5,53.5,22.5,1,0.401,Sandstone
67.5,53.5,22.5,3,8.001,Breccia
96.5,53.5,22.5,1,0.078,Sandstone
97.5,53.5,22.5,3,0.798,Breccia
2.5,54.5,22.5,1,0.47,Sandstone
4.5,54.5,22.5,1,0.734,Sandstone
8.5,54.5,22.5,1,0.351,Sandstone
9.5,54.5,22.5,1,0.313,Sandstone
12.5,54.5,22.5,1,0.512,Sandstone
21.5,54.5,22.5,2,2.053,Shale
24.5,54.5,22.5,2,0.144,Shale
33.5,54.5,22.5,2,0.225,Shale
42.5,54.5,22.5,1,0.513,Sandstone
45.5,54.5,22.5,1,0.273,Sandstone
53.5,54.5,22.5,1,0.587,Sandstone
72.5,54.5,22.5,3,11.292,Breccia
78.5,54.5,22.5,1,0.776,Sandstone
90.5,54.5,22.5,3,4.259,Breccia
1.5,55.5,22.5,1,0.617,Sandstone
4.5,55.5,22.5,1,0.737,Sandstone
21.5,55.5,22.5,2,0.981,Shale
28.5,55.5,22.5,2,0.331,Shale
40.5,55.5,22.5,1,0.192,Sandstone
45.5,55.5,22.5,1,0.327,Sandstone
73.5,55.5,22.5,3,11.046,Breccia
76.5,55.5,22.5,3,3.625,Breccia
84.5,55.5,22.5,1,0.815,Sandstone
2.5,56.5,22.5,1,0.574,Sandstone
20.5,56.5,22.5,2,1.055,Shale
49.5,56.5,22.5,1,0.211,Sandstone
61.5,56.5,22.5,1,0.246,Sandstone
63.5,56.5,22.5,1,0.277,Sandstone
76.5,56.5,22.5,3,15.229,Breccia
86.5,56.5,22.5,3,3.117,Breccia
99.5,56.5,22.5,3,3.798,Breccia
1.5,57.5,22.5,1,0.405,Sandstone
5.5,57.5,22.5,1,0.733,Sandstone
13.5,57.5,22.5,1,0.792,Sandstone
44.5,57.5,22.5,1,0.824,Sandstone
64.5,57.5,22.5,1,0.155,Sandstone
67.5,57.5,22.5,1,0.909,Sandstone
69.5,57.5,22.5,3,3.41,Breccia
75.5,57.5,22.5,3,6.727,Breccia
77.5,57.5,22.5,3,10.299,Breccia
80.5,57.5,22.5,1,0.702,Sandstone
82.5,57.5,22.5,1,0.867,Sandstone
91.5,57.5,22.5,1,0.419,Sandstone
6.5,58.5,22.5,1,0.761,Sandstone
32.5,58.5,22.5,2,3.07,Shale
40.5,58.5,22.5,1,0.195,Sandstone
56.5,58.5,22.5,1,0.672,Sandstone
57.5,58.5,22.5,1,0.59,Sandstone
68.5,58.5,22.5,1,0.427,Sandstone
79.5,58.5,22.5,1,0.937,Sandstone
87.5,58.5,22.5,1,0.634,Sandstone
98.5,58.5,22.5,3,6.131,Breccia
0.5,59.5,22.5,1,0.796,Sandstone
5.5,59.5,22.5,1,0.387,Sandstone
17.5,59.5,22.5,2,1.404,Shale
45.5,59.5,22.5,1,0.63,Sandstone
83.5,59.5,22.5,1,0.97,Sandstone
88.5,59.5,22.5,1,0.387,Sandstone
23.5,60.5,22.5,2,0.262,Shale
96.5,60.5,22.5,3,8.782,Breccia
17.5,61.5,22.5,2,0.662,Shale
44.5,61.5,22.5,1,0.336,Sandstone
45.5,61.5,22.5,1,0.328,Sandstone
47.5,61.5,22.5,1,0.267,Sandstone
49.5,61.5,22.5,1,0.684,Sandstone
73.5,61.5,22.5,3,6.952,Breccia
89.5,61.5,22.5,1,0.44,Sandstone
7.5,62.5,22.5,1,0.311,Sandstone
22.5,62.5,22.5,2,0.316,Shale
24.5,62.5,22.5,2,0.411,Shale
39.5,62.5,22.5,2,1.055,Shale
41.5,62.5,22.5,2,0.944,Shale
49.5,62.5,22.5,1,0.581,Sandstone
53.5,62.5,22.5,1,0.666,Sandstone
79.5,62.5,22.5,1,0.763,Sandstone
5.5,63.5,22.5,1,0.638,Sandstone
19.5,63.5,22.5,2,0.653,Shale
33.5,63.5,22.5,2,2.846,Shale
